PLD (Å),LCD (Å),Sacc (m2/g-1),Porosity,KO2 (mol/kg/Pa),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,O2-5 bar (mol/kg)
18.03683,18.36343,1869.19,0.67788,1.57E-06,47.61904762,38.0952381,4.761904762,9.523809524,0,0,0,0.726733318
22.37399,22.62219,1882.53,0.73696,1.62E-06,50,31.25,12.5,6.25,0,0,0,0.768474666
29.49294,29.80022,2935.27,0.8318,2.10E-06,57.14285714,38.0952381,4.761904762,0,0,0,0,1.035455114
29.81255,30.06839,2365.48,0.80448,1.97E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.9607263
15.82205,16.15914,1696.77,0.67114,1.46E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,0.706195292
29.53844,29.71946,2006.58,0.77368,1.79E-06,59.09090909,31.81818182,9.090909091,0,0,0,0,0.882505438
11.16384,11.54233,4387.22,0.77204,5.62E-06,59.09090909,31.81818182,9.090909091,0,0,0,0,2.409576593
36.3538,36.55572,1937.87,0.7667,1.38E-06,57.5,37.5,5,0,0,0,0,0.672250921
27.81966,28.02663,1575.68,0.69322,1.22E-06,56.66666667,36.66666667,6.666666667,0,0,0,0,0.602084502
21.35282,21.60558,1376.75,0.67914,1.43E-06,52.63157895,21.05263158,10.52631579,15.78947368,0,0,0,0.665337645
7.16577,7.81506,1763.22,0.59646,4.67E-06,58.33333333,37.5,4.166666667,0,0,0,0,2.019573732
10.86349,11.69845,2142.79,0.65582,5.12E-06,57.33333333,37.33333333,2.666666667,2.666666667,0,0,0,2.019422105
15.87436,16.2845,2115.16,0.68186,4.94E-06,57.74647887,39.43661972,2.816901408,0,0,0,0,1.875602483
15.50715,15.91587,2674.11,0.7303,4.08E-06,54.66666667,40,5.333333333,0,0,0,0,1.808671301
28.26931,28.47879,2349.5,0.78892,1.91E-06,55.55555556,33.33333333,5.555555556,5.555555556,0,0,0,0.94679862
26.57139,27.21938,2929.44,0.79308,4.03E-06,54.28571429,28.57142857,0,11.42857143,5.714285714,0,0,1.862764093
23.44366,23.8272,1872.65,0.7061,2.12E-06,54.28571429,28.57142857,0,11.42857143,5.714285714,0,0,1.0003397
10.44122,11.07817,1484.31,0.60552,2.00E-06,59.67741935,33.87096774,6.451612903,0,0,0,0,0.95061863
21.04598,21.25758,1551.03,0.70018,2.14E-06,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.979680337
8.17763,8.53024,2357.16,0.67258,3.22E-06,50,31.25,12.5,6.25,0,0,0,1.435771799
25.9788,26.17298,1974.87,0.75644,1.25E-06,47.61904762,38.0952381,9.523809524,4.761904762,0,0,0,0.622379145
20.91277,21.08793,1520.33,0.70504,1.09E-06,45.45454545,31.81818182,9.090909091,13.63636364,0,0,0,0.526079321
21.36289,21.5841,1690.9,0.7139,1.14E-06,47.36842105,36.84210526,10.52631579,5.263157895,0,0,0,0.553862079
20.82456,20.97439,1406.28,0.684,1.19E-06,52.67175573,33.58778626,4.580152672,9.160305344,0,0,0,0.562110614
13.20378,13.53719,1406.19,0.63208,9.13E-07,46.66666667,40,6.666666667,6.666666667,0,0,0,0.447104356
10.2231,10.61275,913.03,0.51102,8.14E-07,43.97905759,34.03141361,9.42408377,12.56544503,0,0,0,0.389444911
9.43269,10.62372,1326.5,0.56658,1.34E-06,52.17391304,39.13043478,4.347826087,4.347826087,0,0,0,0.639132833
15.82205,16.14031,1626.81,0.66114,1.49E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,0.716161216
15.27966,15.57976,1350.81,0.64064,1.25E-06,50,25,8.333333333,8.333333333,0,8.333333333,0,0.599269876
13.37953,13.76832,1532.21,0.61054,1.69E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.765693696
14.60213,14.90134,1068.5,0.5954,1.18E-06,50,16.66666667,8.333333333,8.333333333,0,16.66666667,0,0.560552778
11.09828,11.44839,1271.16,0.584,1.63E-06,46.15384615,26.92307692,11.53846154,15.38461538,0,0,0,0.744098756
12.29358,12.70656,1476.41,0.61636,1.76E-06,46.15384615,30.76923077,7.692307692,15.38461538,0,0,0,0.798983949
9.8392,10.47161,1131.86,0.55904,9.40E-07,43.75,37.5,6.25,12.5,0,0,0,0.455037914
14.76789,14.97052,1676.66,0.66222,1.75E-06,47.82608696,30.43478261,13.04347826,8.695652174,0,0,0,0.815770577
11.08741,11.5587,1238.25,0.58694,1.47E-06,42.85714286,28.57142857,7.142857143,17.85714286,0,0,3.571428571,0.664606454
11.81351,12.15081,1376.68,0.61072,1.87E-06,45.09803922,29.41176471,9.803921569,13.7254902,0,0,1.960784314,0.828576653
41.18724,41.35341,1912.07,0.80936,1.91E-06,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.929919774
41.07732,41.24391,1904.01,0.808,1.89E-06,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.918601574
41.07732,41.24391,1904.01,0.808,1.89E-06,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,0.919846816
19.92386,20.13681,2854.03,0.77704,3.59E-06,56.41025641,30.76923077,5.128205128,5.128205128,2.564102564,0,0,1.615612471
22.12966,22.41416,2440.02,0.76984,1.87E-06,50,31.25,12.5,6.25,0,0,0,0.882846261
34.60352,34.76966,2388.58,0.81158,2.16E-06,53.84615385,34.61538462,7.692307692,3.846153846,0,0,0,1.050481245
19.38528,19.70169,1497.48,0.6831,1.85E-06,51.72413793,31.03448276,10.34482759,6.896551724,0,0,0,0.87195951
28.27452,28.93586,1860.43,0.77502,2.03E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.988664604
17.07883,17.20404,2111.17,0.71114,1.89E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,0.904244884
18.25002,18.37499,1982.57,0.70852,1.69E-06,56.62650602,34.93975904,8.43373494,0,0,0,0,0.813113155
18.21743,18.51682,1883.8,0.71146,1.53E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.741340967
31.61204,31.79267,2149.39,0.79106,1.91E-06,54.54545455,36.36363636,4.545454545,4.545454545,0,0,0,0.931569625
28.4495,28.64646,1949.19,0.77974,1.70E-06,57.89473684,26.31578947,10.52631579,5.263157895,0,0,0,0.836407226
32.2877,32.45893,2260.3,0.79582,2.16E-06,51.85185185,33.33333333,7.407407407,7.407407407,0,0,0,1.043301114
36.56538,36.80898,2757.33,0.85228,2.63E-06,51.72413793,37.93103448,6.896551724,3.448275862,0,0,0,1.277814789
25.77334,25.9916,2109.66,0.7664,1.34E-06,43.75,31.25,12.5,12.5,0,0,0,0.663521876
9.78342,10.31831,5359.43,0.76734,3.75E-06,43.75,31.25,12.5,12.5,0,0,0,1.751621381
21.62618,22.03485,3033.39,0.79166,1.56E-06,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.767118603
17.09611,17.39366,1653.31,0.67792,1.62E-06,55.17241379,34.48275862,6.896551724,3.448275862,0,0,0,0.763237321
11.93882,12.37291,1495.88,0.62412,1.51E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.723131139
29.60764,29.79757,1715.01,0.76238,1.47E-06,57.14285714,23.80952381,9.523809524,9.523809524,0,0,0,0.71986742
10.84077,11.30817,1542.84,0.61102,1.47E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.703940525
26.12562,26.31246,1605.97,0.74662,1.94E-06,56.25,18.75,0,12.5,6.25,0,6.25,0.931635603
21.80447,22.06241,1849.61,0.7021,1.92E-06,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,0.899793218
16.81645,17.25338,2018.15,0.70444,2.12E-06,51.02040816,36.73469388,4.081632653,4.081632653,0,0,4.081632653,0.969593044
11.03238,11.33952,1439.09,0.62524,1.60E-06,51.02040816,36.73469388,4.081632653,4.081632653,0,0,4.081632653,0.735330157
15.51812,16.09003,1956.39,0.68218,1.99E-06,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,0.918114245
13.08207,13.31199,1560.03,0.61584,2.01E-06,59.67741935,33.87096774,3.225806452,0,0,0,3.225806452,0.939936935
16.84206,17.09377,2342.13,0.73936,2.32E-06,56.09756098,34.14634146,4.87804878,0,0,0,4.87804878,1.080036641
16.65965,17.83727,3732.67,0.81156,1.04E-05,58.82352941,33.33333333,3.921568627,0,0,0,3.921568627,3.111679818
18.22152,18.52304,1953.77,0.7167,1.51E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.73426422
36.02662,36.22341,2533.77,0.8354,2.08E-06,56,36,8,0,0,0,0,1.015435703
29.06392,29.23932,1972.84,0.78664,2.02E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.987877104
28.14444,28.34379,2552.66,0.79696,1.93E-06,52.94117647,35.29411765,11.76470588,0,0,0,0,0.9529846
31.3874,31.56586,2406.04,0.79814,1.98E-06,52.38095238,38.0952381,9.523809524,0,0,0,0,0.976572448
21.08933,21.41247,2717.8,0.70532,1.53E-06,38.33333333,48.33333333,3.333333333,10,0,0,0,0.73793179
7.22529,8.04312,1390.62,0.57772,1.13E-06,41.26984127,39.68253968,12.6984127,6.349206349,0,0,0,0.530370765
17.64716,17.87382,1940.61,0.69584,2.01E-06,61.01694915,32.20338983,6.779661017,0,0,0,0,0.924932292
4.52926,5.62048,336.665,0.48058,1.46E-06,50.87719298,31.57894737,5.263157895,12.28070175,0,0,0,0.617868366
8.33297,9.01622,915.558,0.51742,2.28E-06,38.23529412,23.52941176,5.882352941,5.882352941,0,26.47058824,0,0.902926754
12.37536,13.01052,1281.13,0.63524,1.06E-06,41.07142857,28.57142857,7.142857143,7.142857143,0,16.07142857,0,0.488122876
23.10632,24.37679,6292.75,0.89566,3.92E-06,51.80722892,36.14457831,7.228915663,0,1.204819277,3.614457831,0,1.921314712
14.28094,20.55214,6384.88,0.891,3.72E-06,51.80722892,36.14457831,7.228915663,0,1.204819277,3.614457831,0,1.840356184
12.16505,12.65039,1713.4,0.6402,1.77E-06,55,35,5,5,0,0,0,0.86246389
11.77594,12.25809,1730.22,0.63582,1.73E-06,57.89473684,36.84210526,5.263157895,0,0,0,0,0.841314755
28.6635,28.88867,2360.53,0.79938,1.65E-06,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,0.817626473
14.62566,14.80593,1775.1,0.63118,1.89E-06,60.29411765,32.35294118,4.411764706,2.941176471,0,0,0,0.817613616
14.58254,14.83456,1902.6,0.64126,1.84E-06,60.29411765,35.29411765,4.411764706,0,0,0,0,0.81081252
11.57197,11.8022,2143.28,0.67518,3.24E-06,57.8125,35.9375,6.25,0,0,0,0,1.45453486
6.87534,7.5968,2295.87,0.66756,3.63E-06,47.61904762,42.85714286,9.523809524,0,0,0,0,1.648904634
6.87534,7.5968,2295.87,0.66756,3.63E-06,47.61904762,42.85714286,9.523809524,0,0,0,0,1.639641824
19.17209,19.44004,1566.61,0.6606,1.78E-06,50,40,10,0,0,0,0,0.816146181
6.52104,7.18122,1853.81,0.64866,4.46E-06,50,40,10,0,0,0,0,1.916216503
26.6394,26.8188,1892.08,0.76898,1.80E-06,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,0.887317683
31.83908,31.90876,2103.39,0.79784,1.76E-06,56.52173913,30.43478261,8.695652174,0,0,0,4.347826087,0.862747727
8.82857,9.32516,1279.44,0.57504,1.37E-06,50,16.66666667,16.66666667,16.66666667,0,0,0,0.642928153
8.80112,9.30798,1295.46,0.57902,1.38E-06,50,16.66666667,16.66666667,16.66666667,0,0,0,0.649990718
8.70331,9.20886,1186.42,0.55752,1.53E-06,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.706812746
8.92012,9.13623,1229.17,0.55934,1.65E-06,50,16.66666667,16.66666667,16.66666667,0,0,0,0.760587386
7.21421,7.59461,1173.87,0.54824,2.10E-06,50,16.66666667,16.66666667,16.66666667,0,0,0,0.926916721
5.50941,6.11261,787.108,0.49668,2.13E-06,50,16.66666667,16.66666667,16.66666667,0,0,0,0.892940731
8.82172,9.31862,1276.88,0.57464,1.37E-06,50,16.66666667,16.66666667,16.66666667,0,0,0,0.648961854
15.54002,16.22503,6124.44,0.82672,7.23E-06,43.04932735,40.80717489,10.76233184,5.381165919,0,0,0,2.96940986
48.99332,49.11424,2346.99,0.8565,2.24E-06,58.33333333,36.11111111,5.555555556,0,0,0,0,1.071613961
20.39761,20.66272,2022.61,0.72824,1.66E-06,56.04395604,32.96703297,10.98901099,0,0,0,0,0.79234778
20.09546,20.36428,1997.12,0.72874,1.60E-06,54.54545455,30.68181818,14.77272727,0,0,0,0,0.75174428
29.73621,29.96288,2535.39,0.8078,2.12E-06,58.18181818,34.54545455,4.848484848,2.424242424,0,0,0,1.015507151
16.49428,16.67271,1915.5,0.69068,1.51E-06,58.62068966,31.03448276,10.34482759,0,0,0,0,0.720795923
17.51403,17.65225,1944.06,0.70352,1.47E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.711731692
18.1616,18.35439,1954.34,0.70694,1.51E-06,57.14285714,35.71428571,7.142857143,0,0,0,0,0.735196914
19.91979,20.01108,1797.5,0.7058,2.20E-06,57.14285714,28.57142857,7.142857143,0,0,0,7.142857143,0.997879638
12.57855,12.97634,995.434,0.54676,1.63E-06,55.81395349,33.72093023,6.976744186,3.488372093,0,0,0,0.698924791
12.4688,12.9586,1566.9,0.6361,1.21E-06,53.06122449,36.73469388,6.12244898,4.081632653,0,0,0,0.565206584
5.5071,7.10666,2906.12,0.66918,5.34E-06,56.96202532,37.97468354,5.063291139,0,0,0,0,2.30292263
5.44161,7.06247,2767.41,0.66964,4.69E-06,55.26315789,35.52631579,9.210526316,0,0,0,0,2.070261124
8.92878,9.43745,1040.54,0.51728,2.41E-06,62.5,12.5,25,0,0,0,0,1.123009473
11.45949,11.87363,1612.04,0.62606,1.40E-06,53.57142857,33.92857143,10.71428571,1.785714286,0,0,0,0.691770179
3.94512,4.47015,218.375,0.43882,1.12E-05,62.5,0,25,12.5,0,0,0,1.934138556
21.16998,21.52877,2417.42,0.76852,1.84E-06,51.13636364,34.09090909,11.36363636,3.409090909,0,0,0,0.890168893
15.70244,16.08588,1666.77,0.6746,1.64E-06,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,0.790217418
14.9013,15.25478,1541.97,0.65886,1.55E-06,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,0.749496722
14.24167,17.29682,8035.72,0.89244,4.14E-06,54.28571429,31.42857143,8.571428571,5.714285714,0,0,0,2.024280336
12.58386,12.73972,2090.17,0.66804,1.73E-06,38,44,10,8,0,0,0,0.795604091
9.62021,10.24517,1803.06,0.65548,1.73E-06,37.5,46.42857143,8.928571429,7.142857143,0,0,0,0.80671494
9.29008,9.79532,2150.81,0.6729,2.15E-06,37.09677419,48.38709677,8.064516129,6.451612903,0,0,0,0.979872971
9.4029,10.03326,1582.24,0.64396,1.20E-06,36.84210526,45.61403509,8.771929825,8.771929825,0,0,0,0.566824511
7.05379,7.68943,1881.88,0.60674,3.78E-06,60,37.14285714,2.857142857,0,0,0,0,1.645990286
22.4477,22.68783,2285.26,0.75944,1.91E-06,53.33333333,33.33333333,13.33333333,0,0,0,0,0.909512034
36.01552,36.16119,2106.77,0.80976,1.87E-06,57.69230769,30.76923077,11.53846154,0,0,0,0,0.912189837
50.04182,50.14914,2234.12,0.85586,2.23E-06,58.33333333,33.33333333,8.333333333,0,0,0,0,1.073362603
19.52389,19.85577,2229.51,0.7314,1.98E-06,58.62068966,37.93103448,3.448275862,0,0,0,0,0.948129423
19.37945,19.68457,2132.75,0.72436,1.69E-06,57.14285714,35.71428571,7.142857143,0,0,0,0,0.810213776
18.61138,18.89159,1918.28,0.70776,1.46E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,0.701521797
23.68832,23.79747,1944.79,0.75634,1.83E-06,58.82352941,30.88235294,5.882352941,0,0,2.941176471,1.470588235,0.87529459
25.80442,26.02627,1988.41,0.7621,1.83E-06,58.82352941,30.88235294,5.882352941,0,0,2.941176471,1.470588235,0.887766725
27.19968,27.4266,2077.61,0.76324,1.93E-06,58.82352941,33.82352941,5.882352941,0,0,0,1.470588235,0.921665945
18.21722,18.3963,1736.92,0.68492,1.51E-06,59.09090909,34.09090909,6.818181818,0,0,0,0,0.726996829
18.66531,18.83337,1731.6,0.6816,1.37E-06,60,33.33333333,6.666666667,0,0,0,0,0.653046605
27.45538,27.55602,1705.41,0.772,1.35E-06,55,30,10,0,0,5,0,0.66123611
11.79846,12.30436,1869.36,0.73698,2.40E-06,55,30,10,0,0,5,0,1.136437181
27.92171,27.98486,1853.87,0.77934,1.55E-06,57.14285714,33.33333333,4.761904762,0,0,4.761904762,0,0.757823738
13.58025,13.82622,2467.66,0.74804,2.22E-06,57.14285714,33.33333333,4.761904762,0,0,4.761904762,0,1.046395081
7.43582,7.79146,980.801,0.52016,1.36E-06,53.96825397,38.0952381,6.349206349,0,0,1.587301587,0,0.635154476
14.44401,14.90801,1833.82,0.67362,1.53E-06,55.31914894,39.36170213,4.255319149,0,0,1.063829787,0,0.720707858
11.53658,11.85223,1492.87,0.63806,4.12E-06,55,38.75,2.5,3.75,0,0,0,1.724206934
8.6479,9.37898,1963.78,0.68894,4.76E-06,55,38.75,2.5,3.75,0,0,0,1.958666434
9.16447,9.48623,1630.85,0.61022,1.98E-06,52.87356322,40.22988506,2.298850575,4.597701149,0,0,0,0.921289539
9.36869,10.35874,1907.58,0.67482,4.57E-06,52.87356322,40.22988506,2.298850575,4.597701149,0,0,0,1.89287022
14.44648,14.76002,1673.51,0.5832,1.60E-06,36.66666667,50,6.666666667,6.666666667,0,0,0,0.706878841
16.06055,16.78763,1923.28,0.69746,1.51E-06,54.94505495,35.16483516,3.296703297,1.098901099,1.098901099,4.395604396,0,0.719257623
19.18724,19.46333,2078.96,0.7225,1.79E-06,58.13953488,37.20930233,4.651162791,0,0,0,0,0.854535873
36.08773,36.46018,2490.2,0.81628,1.90E-06,63.51351351,34.45945946,2.027027027,0,0,0,0,0.928519595
10.78793,10.99587,1183.34,0.5553,3.17E-06,63.51351351,34.45945946,2.027027027,0,0,0,0,1.208704396
10.79332,11.0012,1185,0.5555,3.16E-06,63.51351351,34.45945946,2.027027027,0,0,0,0,1.19621429
14.4602,14.79794,1386.53,0.64192,1.01E-06,63.51351351,34.45945946,2.027027027,0,0,0,0,0.48246289
23.35801,26.19453,7397.31,0.92292,4.73E-06,59.56043956,35.16483516,2.637362637,0,0,2.637362637,0,2.259091041
22.91987,25.90905,7092.87,0.9208,4.49E-06,59.56043956,32.52747253,2.637362637,0,0,5.274725275,0,2.153316868
20.04358,20.29452,1731.24,0.6923,1.66E-06,61.11111111,22.22222222,5.555555556,11.11111111,0,0,0,0.760104823
37.23286,37.39371,2171.02,0.81104,1.90E-06,57.69230769,30.76923077,11.53846154,0,0,0,0,0.947777985
10.41037,17.14851,7916.98,0.88536,3.71E-06,50.32679739,39.21568627,2.614379085,5.22875817,0,2.614379085,0,1.859955497
16.58384,16.80389,5975.17,0.82868,4.19E-06,50.31055901,39.7515528,2.48447205,4.968944099,0,2.48447205,0,1.935316235
11.45686,14.3827,4364.55,0.78356,4.05E-06,49.67741935,38.70967742,2.580645161,6.451612903,0,2.580645161,0,1.859812205
6.48112,7.17363,1005.98,0.5049,1.93E-06,46.90265487,42.47787611,3.539823009,7.079646018,0,0,0,0.856934768
5.7427,6.53618,1471.35,0.58754,1.47E-06,46.90265487,42.47787611,3.539823009,7.079646018,0,0,0,0.675499162
8.20476,8.47589,991.094,0.51392,2.27E-06,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,1.007075276
14.58788,14.96789,1614.71,0.64788,1.59E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,0.759801408
12.31699,12.84024,1638.72,0.62498,1.70E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.792011635
8.24432,8.49703,1009.09,0.51006,2.20E-06,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,0.973097652
12.93992,13.36258,1640.05,0.64844,1.65E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,0.796342405
10.60102,11.19453,1656.04,0.62064,1.40E-06,46.66666667,40,6.666666667,6.666666667,0,0,0,0.670304265
14.42675,14.81536,2100.34,0.70168,1.66E-06,53.125,34.375,9.375,3.125,0,0,0,0.791110466
10.42928,11.03825,2071.19,0.68388,1.64E-06,51.42857143,28.57142857,8.571428571,2.857142857,0,8.571428571,0,0.763600296
10.49106,11.21361,1827.94,0.6679,1.27E-06,50,23.68421053,7.894736842,2.631578947,0,15.78947368,0,0.599108979
23.28106,23.54633,2227.03,0.75194,2.18E-06,55.55555556,28.57142857,9.523809524,0,0,0,6.349206349,1.022989987
28.51846,28.7038,1761.07,0.74704,1.84E-06,60.86956522,26.08695652,0,8.695652174,4.347826087,0,0,0.899523967
4.94969,5.08169,627.269,0.5044,3.54E-06,57.02479339,33.05785124,3.305785124,3.305785124,0,3.305785124,0,1.280029225
11.87647,11.97179,1373.48,0.58552,2.00E-06,57.44680851,34.04255319,2.836879433,2.836879433,0,2.836879433,0,0.908653348
8.74576,9.32849,1799.58,0.6246,4.57E-06,58.82352941,37.25490196,3.921568627,0,0,0,0,1.997671684
10.82146,11.3201,2097.42,0.67188,3.08E-06,58.82352941,38.23529412,2.941176471,0,0,0,0,1.38102989
11.22728,11.51302,2072.49,0.67804,3.79E-06,59.15492958,38.02816901,2.816901408,0,0,0,0,1.685695547
11.23506,11.49374,1104.27,0.5511,2.92E-06,57.97101449,39.13043478,2.898550725,0,0,0,0,1.172294271
8.29456,9.07909,893.231,0.51766,6.29E-06,57.89473684,38.59649123,3.50877193,0,0,0,0,2.139858447
8.75566,9.48482,853.034,0.53268,2.06E-06,57.97101449,37.68115942,2.898550725,1.449275362,0,0,0,0.879650928
11.10645,11.55996,1207.34,0.59156,4.47E-06,57.14285714,40,2.857142857,0,0,0,0,1.602543249
38.43635,38.58992,2718.04,0.83408,2.14E-06,56,40,4,0,0,0,0,1.056777112
38.80579,38.95141,2660.69,0.832,2.11E-06,56,40,4,0,0,0,0,1.038059202
18.81812,19.05409,2026.42,0.70344,1.45E-06,40.90909091,40.90909091,9.090909091,9.090909091,0,0,0,0.678090435
18.22049,18.42059,2081.84,0.70644,1.42E-06,45,35,10,10,0,0,0,0.662358323
21.62846,21.87495,1994.97,0.72364,1.63E-06,54.28571429,31.42857143,8.571428571,5.714285714,0,0,0,0.759976201
27.14168,27.77487,2192.16,0.77356,1.89E-06,61.31386861,34.30656934,4.379562044,0,0,0,0,0.907068243
28.19316,28.40266,2073.7,0.7673,1.76E-06,59.09090909,31.81818182,9.090909091,0,0,0,0,0.847216262
36.34735,36.53342,2232.8,0.80884,1.99E-06,60.71428571,35.71428571,3.571428571,0,0,0,0,0.98157381
15.70379,16.277,1542.27,0.62762,3.31E-06,61.29032258,32.25806452,6.451612903,0,0,0,0,1.167197045
9.56327,10.06097,1594.88,0.6008,2.29E-06,55.55555556,33.33333333,11.11111111,0,0,0,0,1.018346843
8.2899,8.81865,1542.87,0.56868,2.19E-06,53.33333333,33.33333333,6.666666667,6.666666667,0,0,0,0.9665961
17.43493,17.64378,1835.03,0.68214,2.05E-06,61.01694915,32.20338983,6.779661017,0,0,0,0,0.935512851
21.77951,23.64489,6750.2,0.89028,4.64E-06,58.71559633,35.77981651,5.504587156,0,0,0,0,2.198426872
30.03619,30.13191,1618.87,0.76656,1.80E-06,57.14285714,19.04761905,4.761904762,0,0,19.04761905,0,0.87387959
8.30118,8.61259,1340.38,0.57434,1.89E-06,46.15384615,46.15384615,2.564102564,0,0,5.128205128,0,0.874791408
6.83265,7.35854,1840.37,0.59876,2.25E-06,46.15384615,43.58974359,2.564102564,0,0,7.692307692,0,0.998513542
11.80341,11.9604,1603.48,0.60914,1.50E-06,62.5,34.375,3.125,0,0,0,0,0.727511866
25.77232,26.07141,2177.4,0.7276,2.57E-06,54.76190476,38.0952381,7.142857143,0,0,0,0,1.205809228
4.94493,5.85895,130.694,0.37746,4.80E-07,60.86956522,34.7826087,4.347826087,0,0,0,0,0.188214928
35.22626,35.42552,2251.96,0.7969,1.87E-06,57.14285714,33.33333333,7.142857143,2.380952381,0,0,0,0.907389218
35.40931,35.5884,2137.02,0.78842,2.15E-06,58.13953488,34.88372093,4.651162791,2.325581395,0,0,0,1.024414781
16.16555,16.49002,2178.68,0.70178,1.84E-06,54.54545455,36.36363636,9.090909091,0,0,0,0,0.876734405
14.30939,14.64987,1965.57,0.67134,1.65E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,0.774903013
14.03669,14.38994,2065.49,0.68694,1.76E-06,52.17391304,34.7826087,8.695652174,4.347826087,0,0,0,0.836732783
15.74723,16.00318,2009.33,0.6945,2.00E-06,59.03614458,36.14457831,4.819277108,0,0,0,0,0.934095972
9.24843,9.46474,1712.47,0.5732,1.91E-06,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,0.823936181
38.05264,38.2086,2445.46,0.8257,2.06E-06,57.69230769,38.46153846,3.846153846,0,0,0,0,1.021071983
11.35663,11.85318,1533.12,0.62426,1.33E-06,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,0.649885429
18.8451,19.162,1755.13,0.62174,1.45E-06,56.75675676,27.02702703,13.51351351,2.702702703,0,0,0,0.677129509
23.22778,23.4588,2535.4,0.74438,1.90E-06,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,0.915035126
9.8254,10.20786,1385.96,0.57824,1.86E-06,52.94117647,31.37254902,7.843137255,5.882352941,0,0,1.960784314,0.874787607
14.60414,14.92935,1389.12,0.63616,2.07E-06,50,33.33333333,8.333333333,8.333333333,0,0,0,0.959484244
13.70762,14.03428,987.204,0.58796,1.44E-06,50,16.66666667,8.333333333,8.333333333,0,16.66666667,0,0.666141008
23.81489,24.00245,1605.5,0.73092,3.05E-06,51.35135135,35.13513514,8.108108108,5.405405405,0,0,0,1.374699591
22.67748,22.95456,1845.77,0.7351,2.37E-06,48.8372093,39.53488372,6.976744186,4.651162791,0,0,0,1.086454757
22.94011,23.19791,2111.23,0.74978,1.86E-06,54.54545455,36.36363636,6.060606061,3.03030303,0,0,0,0.878444288
22.87723,23.12497,2030.82,0.74706,1.70E-06,53.125,34.375,9.375,3.125,0,0,0,0.812912753
26.08678,26.30732,1652.31,0.72204,2.25E-06,55.73770492,32.78688525,9.836065574,0,0,0,1.639344262,1.016693922
21.3814,21.59726,2073.31,0.71598,1.69E-06,52.63157895,42.10526316,5.263157895,0,0,0,0,0.794098498
7.56505,8.18094,3437.41,0.70896,6.69E-06,52.63157895,42.10526316,5.263157895,0,0,0,0,2.811297805
6.35818,7.92423,1631.77,0.56208,4.60E-06,60.86956522,36.23188406,2.898550725,0,0,0,0,1.82047885
10.68167,10.96432,1495.06,0.57408,1.97E-06,59.67741935,37.09677419,3.225806452,0,0,0,0,0.908537714
15.01901,15.36462,1365.53,0.6312,1.07E-06,46.80851064,29.78723404,8.510638298,14.89361702,0,0,0,0.50192151
10.87314,11.08394,1414.68,0.5851,1.23E-06,46.15384615,30.76923077,7.692307692,15.38461538,0,0,0,0.547696011
9.36276,9.5498,1073.55,0.55594,8.62E-07,45.61403509,31.57894737,7.01754386,15.78947368,0,0,0,0.393325528
20.79723,20.87871,2014.45,0.73234,1.34E-06,44.44444444,33.33333333,11.11111111,11.11111111,0,0,0,0.641325983
37.64921,37.79444,1955.34,0.79938,1.96E-06,55.55555556,29.62962963,11.11111111,0,0,0,3.703703704,0.958358334
32.72291,32.88902,1981.53,0.7952,2.06E-06,55.55555556,29.62962963,11.11111111,0,0,0,3.703703704,1.000781985
12.49469,13.0349,3300.35,0.72264,3.40E-06,58.62068966,32.75862069,6.896551724,0,0,0,1.724137931,1.513908972
